0 290.5790
500 336.9611
1000 329.0243
1500 331.9687
2000 327.1788
2500 328.0079
3000 315.9490
3500 314.8096
4000 302.2149
4500 311.9478
5000 313.2941
5500 314.7376
6000 302.1955
6500 303.7923
7000 302.4230
7500 302.0184
8000 306.6507
8500 289.4002
9000 304.2514
9500 319.8584
10000 321.1512
10500 296.8618
11000 305.5075
11500 304.5133
12000 311.7068
12500 308.4943
13000 305.7657
13500 321.6157
14000 312.2616
14500 310.4951
15000 310.3931
15500 308.5681
16000 299.5357
16500 300.8690
17000 295.1222
17500 316.8450
18000 311.3952
18500 320.9134
19000 309.2180
19500 305.6863
20000 300.5082
20500 301.2982
21000 304.6763
21500 306.6540
22000 296.1764
22500 299.9711
23000 308.1399
23500 314.1528
24000 304.8908
24500 323.9418
25000 300.9062
25500 299.6065
26000 299.7197
26500 306.6702
27000 304.7842
27500 305.7732
28000 301.3757
28500 301.9322
29000 308.7112
29500 302.2839
30000 310.1920
30500 309.6556
31000 298.3903
31500 312.8684
32000 311.0731
32500 307.7357
33000 310.2036
33500 316.8908
34000 319.1948
34500 307.5460
35000 308.9846
35500 311.0868
36000 308.7281
36500 314.8968
37000 301.9302
37500 300.0753
38000 304.3699
38500 316.6258
39000 304.0591
39500 312.4660
40000 309.5091
40500 318.0539
41000 315.1258
41500 306.4815
42000 315.3089
42500 307.2618
43000 311.9227
43500 308.4128
44000 314.2208
44500 290.9351
45000 296.2336
45500 298.8100
46000 309.1040
46500 304.7739
47000 312.9676
47500 307.0817
48000 306.8450
48500 303.5042
49000 301.1254
49500 312.6625
50000 303.5119
50500 308.7475
51000 299.0955
51500 302.1545
52000 313.2535
52500 310.5709
53000 296.7319
53500 299.3533
54000 310.4708
54500 292.5313
55000 300.2820
55500 306.4349
56000 305.5821
56500 315.8566
57000 317.6227
57500 322.1323
58000 303.9768
58500 300.2190
59000 309.1068
59500 314.2717
60000 302.4275
60500 298.6814
61000 314.2251
61500 307.7744
62000 293.1582
62500 308.2500
63000 302.6508
63500 319.8772
64000 316.9750
64500 320.2332
65000 304.3536
65500 328.0507
66000 298.4402
66500 311.7776
67000 305.5857
67500 312.7202
68000 310.1324
68500 318.8927
69000 315.3448
69500 325.8047
70000 313.7852
70500 315.8925
71000 302.5341
71500 305.2384
72000 298.5326
72500 306.3274
73000 316.1877
73500 305.8423
74000 309.5942
74500 308.9816
75000 300.9347
75500 313.1268
76000 307.2753
76500 305.1400
77000 304.4473
77500 311.3247
78000 303.4908
78500 304.6643
79000 315.0228
79500 309.9760
80000 300.4106
80500 308.7772
81000 312.2225
81500 310.6235
82000 306.6194
82500 316.5679
83000 308.7925
83500 305.9155
84000 313.2205
84500 304.7183
85000 303.4481
85500 300.7372
86000 305.0774
86500 314.0992
87000 295.3563
87500 314.5078
88000 304.4614
88500 304.3360
89000 307.8629
89500 304.0934
90000 300.8800
90500 319.6117
91000 296.2445
91500 308.9149
92000 302.2645
92500 310.4455
93000 307.6477
93500 304.4725
94000 309.5543
94500 298.9217
95000 312.1728
95500 304.6875
96000 319.7595
96500 297.6824
97000 302.2834
97500 306.2279
98000 305.1377
98500 310.9907
99000 303.0866
99500 303.6948
100000 305.7750

