# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 166 11535.838 24856.749495528136
2 177 12300.260999999999 26503.883498243853
3 175 12161.275 26204.40458865918
4 183 12717.219 27402.320226997883
5 181 12578.232999999998 27102.841317413207
6 187 12995.190999999999 28001.278046167237
7 189 13134.177 28300.756955751913
8 182 12647.725999999999 27252.580772205547
9 188 13064.684 28151.017500959577
10 183 12717.219 27402.320226997883
11 181 12578.232999999998 27102.841317413207
12 180 12508.74 26953.10186262087
13 179 12439.247 26803.362407828532
14 172 11952.795999999998 25755.186224282163
15 183 12717.219 27402.320226997883
16 181 12578.232999999998 27102.841317413207
17 189 13134.177 28300.756955751913
18 185 12856.205 27701.799136582562
19 187 12995.190999999999 28001.278046167237
20 182 12647.725999999999 27252.580772205547
21 185 12856.205 27701.799136582562
22 186 12925.697999999999 27851.538591374898
23 182 12647.725999999999 27252.580772205547
24 180 12508.74 26953.10186262087
25 182 12647.725999999999 27252.580772205547
26 186 12925.697999999999 27851.538591374898
27 186 12925.697999999999 27851.538591374898
28 184 12786.712 27552.059681790226
29 184 12786.712 27552.059681790226
30 182 12647.725999999999 27252.580772205547
31 183 12717.219 27402.320226997883
32 178 12369.753999999999 26653.622953036196
33 184 12786.712 27552.059681790226
34 183 12717.219 27402.320226997883
35 189 13134.177 28300.756955751913
36 185 12856.205 27701.799136582562
37 182 12647.725999999999 27252.580772205547
38 181 12578.232999999998 27102.841317413207
39 185 12856.205 27701.799136582562
40 185 12856.205 27701.799136582562
41 187 12995.190999999999 28001.278046167237
42 178 12369.753999999999 26653.622953036196
43 178 12369.753999999999 26653.622953036196
44 189 13134.177 28300.756955751913
45 180 12508.74 26953.10186262087
46 182 12647.725999999999 27252.580772205547
47 183 12717.219 27402.320226997883
48 189 13134.177 28300.756955751913
49 185 12856.205 27701.799136582562
50 179 12439.247 26803.362407828532
51 177 12300.260999999999 26503.883498243853
52 180 12508.74 26953.10186262087
53 182 12647.725999999999 27252.580772205547
54 180 12508.74 26953.10186262087
55 184 12786.712 27552.059681790226
56 180 12508.74 26953.10186262087
57 181 12578.232999999998 27102.841317413207
58 181 12578.232999999998 27102.841317413207
59 182 12647.725999999999 27252.580772205547
60 184 12786.712 27552.059681790226
61 182 12647.725999999999 27252.580772205547
62 180 12508.74 26953.10186262087
63 185 12856.205 27701.799136582562
64 189 13134.177 28300.756955751913
65 188 13064.684 28151.017500959577
66 185 12856.205 27701.799136582562
67 185 12856.205 27701.799136582562
68 187 12995.190999999999 28001.278046167237
69 189 13134.177 28300.756955751913
70 186 12925.697999999999 27851.538591374898
71 182 12647.725999999999 27252.580772205547
72 183 12717.219 27402.320226997883
73 188 13064.684 28151.017500959577
74 182 12647.725999999999 27252.580772205547
75 182 12647.725999999999 27252.580772205547
76 183 12717.219 27402.320226997883
77 188 13064.684 28151.017500959577
78 182 12647.725999999999 27252.580772205547
79 186 12925.697999999999 27851.538591374898
80 182 12647.725999999999 27252.580772205547
81 187 12995.190999999999 28001.278046167237
82 185 12856.205 27701.799136582562
83 183 12717.219 27402.320226997883
84 185 12856.205 27701.799136582562
85 179 12439.247 26803.362407828532
86 178 12369.753999999999 26653.622953036196
87 177 12300.260999999999 26503.883498243853
88 187 12995.190999999999 28001.278046167237
89 183 12717.219 27402.320226997883
90 187 12995.190999999999 28001.278046167237
91 188 13064.684 28151.017500959577
92 189 13134.177 28300.756955751913
93 188 13064.684 28151.017500959577
94 184 12786.712 27552.059681790226
95 180 12508.74 26953.10186262087
96 181 12578.232999999998 27102.841317413207
97 180 12508.74 26953.10186262087
98 186 12925.697999999999 27851.538591374898
99 184 12786.712 27552.059681790226
100 187 12995.190999999999 28001.278046167237
101 184 12786.712 27552.059681790226
102 189 13134.177 28300.756955751913
103 184 12786.712 27552.059681790226
104 192 13342.655999999999 28749.975320128928
105 183 12717.219 27402.320226997883
106 183 12717.219 27402.320226997883
107 184 12786.712 27552.059681790226
108 186 12925.697999999999 27851.538591374898
109 182 12647.725999999999 27252.580772205547
110 183 12717.219 27402.320226997883
