# time(ps) Nwater Force (pN) Pressure Dif (atm) 
111 179 12439.247 26803.362407828532
112 184 12786.712 27552.059681790226
113 187 12995.190999999999 28001.278046167237
114 185 12856.205 27701.799136582562
115 183 12717.219 27402.320226997883
116 183 12717.219 27402.320226997883
117 190 13203.669999999998 28450.496410544252
118 180 12508.74 26953.10186262087
119 190 13203.669999999998 28450.496410544252
120 188 13064.684 28151.017500959577
121 187 12995.190999999999 28001.278046167237
122 180 12508.74 26953.10186262087
123 184 12786.712 27552.059681790226
124 186 12925.697999999999 27851.538591374898
125 186 12925.697999999999 27851.538591374898
126 183 12717.219 27402.320226997883
127 186 12925.697999999999 27851.538591374898
128 186 12925.697999999999 27851.538591374898
129 191 13273.162999999999 28600.235865336588
130 184 12786.712 27552.059681790226
131 187 12995.190999999999 28001.278046167237
132 182 12647.725999999999 27252.580772205547
133 188 13064.684 28151.017500959577
134 186 12925.697999999999 27851.538591374898
135 181 12578.232999999998 27102.841317413207
136 182 12647.725999999999 27252.580772205547
137 187 12995.190999999999 28001.278046167237
138 183 12717.219 27402.320226997883
139 183 12717.219 27402.320226997883
140 186 12925.697999999999 27851.538591374898
141 182 12647.725999999999 27252.580772205547
142 187 12995.190999999999 28001.278046167237
143 186 12925.697999999999 27851.538591374898
144 183 12717.219 27402.320226997883
145 185 12856.205 27701.799136582562
146 187 12995.190999999999 28001.278046167237
147 187 12995.190999999999 28001.278046167237
148 189 13134.177 28300.756955751913
149 188 13064.684 28151.017500959577
150 188 13064.684 28151.017500959577
151 186 12925.697999999999 27851.538591374898
152 185 12856.205 27701.799136582562
153 188 13064.684 28151.017500959577
154 189 13134.177 28300.756955751913
155 180 12508.74 26953.10186262087
156 188 13064.684 28151.017500959577
157 186 12925.697999999999 27851.538591374898
158 187 12995.190999999999 28001.278046167237
159 186 12925.697999999999 27851.538591374898
160 183 12717.219 27402.320226997883
161 187 12995.190999999999 28001.278046167237
162 184 12786.712 27552.059681790226
163 180 12508.74 26953.10186262087
164 182 12647.725999999999 27252.580772205547
165 182 12647.725999999999 27252.580772205547
166 178 12369.753999999999 26653.622953036196
167 182 12647.725999999999 27252.580772205547
168 185 12856.205 27701.799136582562
169 183 12717.219 27402.320226997883
170 181 12578.232999999998 27102.841317413207
171 180 12508.74 26953.10186262087
172 182 12647.725999999999 27252.580772205547
173 179 12439.247 26803.362407828532
174 181 12578.232999999998 27102.841317413207
175 186 12925.697999999999 27851.538591374898
176 180 12508.74 26953.10186262087
177 181 12578.232999999998 27102.841317413207
178 186 12925.697999999999 27851.538591374898
179 182 12647.725999999999 27252.580772205547
180 185 12856.205 27701.799136582562
181 184 12786.712 27552.059681790226
182 178 12369.753999999999 26653.622953036196
183 185 12856.205 27701.799136582562
184 184 12786.712 27552.059681790226
185 182 12647.725999999999 27252.580772205547
186 182 12647.725999999999 27252.580772205547
187 179 12439.247 26803.362407828532
188 186 12925.697999999999 27851.538591374898
189 183 12717.219 27402.320226997883
190 187 12995.190999999999 28001.278046167237
191 188 13064.684 28151.017500959577
192 186 12925.697999999999 27851.538591374898
193 182 12647.725999999999 27252.580772205547
194 185 12856.205 27701.799136582562
195 180 12508.74 26953.10186262087
196 183 12717.219 27402.320226997883
197 180 12508.74 26953.10186262087
198 185 12856.205 27701.799136582562
199 189 13134.177 28300.756955751913
200 188 13064.684 28151.017500959577
