0 -5157.2467
500 -5089.5198
1000 -5015.1094
1500 -5042.3765
2000 -5023.8536
2500 -5043.7383
3000 -5002.1496
3500 -5076.9622
4000 -5071.8544
4500 -5101.3618
5000 -5111.3808
5500 -5088.4946
6000 -5084.9309
6500 -5110.5637
7000 -5113.0057
7500 -5131.2346
8000 -5128.1693
8500 -5082.5919
9000 -5106.2375
9500 -5124.9581
10000 -5153.3716
10500 -5032.2811
11000 -5082.9012
11500 -5097.0484
12000 -5164.0373
12500 -5133.7241
13000 -5072.2092
13500 -5067.7685
14000 -5108.6924
14500 -5126.9148
15000 -5131.5770
15500 -5106.0214
16000 -5073.1725
16500 -5121.1869
17000 -5102.5974
17500 -5101.2713
18000 -5090.4748
18500 -5118.0500
19000 -5075.5472
19500 -5098.7779
20000 -5083.8263
20500 -5112.3574
21000 -5104.3974
21500 -5107.7056
22000 -5126.8287
22500 -5127.4247
23000 -5174.0845
23500 -5187.1605
24000 -5127.4340
24500 -5151.8700
25000 -5062.1080
25500 -5086.3847
26000 -5101.6995
26500 -5113.6123
27000 -5086.1138
27500 -5101.4178
28000 -5101.0762
28500 -5093.6140
29000 -5137.3158
29500 -5112.7071
30000 -5112.6786
30500 -5077.1302
31000 -5046.9085
31500 -5119.0520
32000 -5096.8241
32500 -5072.0233
33000 -5061.9470
33500 -5066.3272
34000 -5090.5150
34500 -5083.3231
35000 -5117.9748
35500 -5140.2143
36000 -5102.1633
36500 -5092.4498
37000 -5121.2644
37500 -5106.6984
38000 -5116.8189
38500 -5192.9609
39000 -5124.8186
39500 -5119.8528
40000 -5092.4294
40500 -5111.7069
41000 -5088.7265
41500 -5087.6436
42000 -5114.3690
42500 -5134.8041
43000 -5143.9873
43500 -5155.9701
44000 -5153.6757
44500 -5124.3601
45000 -5128.6376
45500 -5167.4990
46000 -5137.5068
46500 -5080.6726
47000 -5052.4460
47500 -5096.8698
48000 -5096.8003
48500 -5139.3636
49000 -5123.5796
49500 -5169.2541
50000 -5170.3483
50500 -5208.7506
51000 -5162.9921
51500 -5144.9004
52000 -5114.4521
52500 -5088.4298
53000 -5148.3822
53500 -5130.9440
54000 -5155.5023
54500 -5126.0650
55000 -5128.9139
55500 -5149.9787
56000 -5175.0754
56500 -5159.2490
57000 -5155.9178
57500 -5151.8175
58000 -5089.6006
58500 -5120.6147
59000 -5094.1707
59500 -5156.1325
60000 -5158.1459
60500 -5085.3387
61000 -5123.3478
61500 -5124.9667
62000 -5115.6204
62500 -5175.4280
63000 -5157.1911
63500 -5162.9970
64000 -5130.7743
64500 -5132.8637
65000 -5143.3026
65500 -5099.9758
66000 -5042.0650
66500 -5075.4245
67000 -5051.5740
67500 -5109.1445
68000 -5090.2108
68500 -5092.1305
69000 -5107.0143
69500 -5056.4833
70000 -5056.5458
70500 -5090.1397
71000 -5107.5288
71500 -5140.3321
72000 -5157.5857
72500 -5165.9499
73000 -5163.6823
73500 -5079.4877
74000 -5106.1992
74500 -5110.6284
75000 -5097.3076
75500 -5143.7297
76000 -5128.7326
76500 -5081.8617
77000 -5123.2529
77500 -5125.2334
78000 -5074.7684
78500 -5105.4110
79000 -5067.9299
79500 -5115.3790
80000 -5089.7576
80500 -5107.3582
81000 -5076.9540
81500 -5089.9351
82000 -5079.8024
82500 -5106.0996
83000 -5073.4358
83500 -5117.2323
84000 -5132.0846
84500 -5119.5574
85000 -5112.3426
85500 -5103.8980
86000 -5124.2626
86500 -5157.2154
87000 -5107.6411
87500 -5117.5672
88000 -5088.2124
88500 -5063.4868
89000 -5090.0388
89500 -5128.6578
90000 -5116.0022
90500 -5180.9768
91000 -5054.0415
91500 -5100.3638
92000 -5105.3453
92500 -5132.7857
93000 -5142.8109
93500 -5136.0605
94000 -5104.3058
94500 -5064.8613
95000 -5101.3638
95500 -5071.2659
96000 -5114.2032
96500 -5087.5866
97000 -5116.0158
97500 -5139.3866
98000 -5166.9148
98500 -5142.0419
99000 -5126.6896
99500 -5153.5525
100000 -5191.8899

