0 -3414.4628
500 822.3374
1000 1580.4334
1500 1900.6364
2000 383.8572
2500 1147.0422
3000 1855.6597
3500 2637.7920
4000 1342.1882
4500 1799.4941
5000 915.0978
5500 3025.4494
6000 1827.7554
6500 1496.5084
7000 2151.1683
7500 1883.8809
8000 2538.6328
8500 3083.1987
9000 4467.2632
9500 4255.9074
10000 2681.6158
10500 3687.6235
11000 3678.9339
11500 3446.6647
12000 3251.1337
12500 3595.9699
13000 4816.9838
13500 4866.8600
14000 4516.3608
14500 4307.8037
15000 4160.3463
15500 4804.8408
16000 4374.3811
16500 4119.2901
17000 4442.9508
17500 5449.9281
18000 4529.1608
18500 5170.4909
19000 5498.4680
19500 6150.8715
20000 5321.0009
20500 5409.6882
21000 5953.1887
21500 6952.0772
22000 6355.2967
22500 6145.5700
23000 6054.1811
23500 6434.4566
24000 5815.3392
24500 5517.9842
25000 5156.6880
25500 5076.4759
26000 6922.8913
26500 6584.5310
27000 7338.5052
27500 6869.6849
28000 7050.7223
28500 7268.3897
29000 7418.6567
29500 6839.0018
30000 7511.9055
30500 7519.6635
31000 7310.2835
31500 7133.0242
32000 8354.1862
32500 7606.0085
33000 7609.0007
33500 8121.1778
34000 7590.4640
34500 8151.3537
35000 7974.1521
35500 7930.2560
36000 9091.1088
36500 9101.4394
37000 9254.8721
37500 8813.1770
38000 8287.8943
38500 7978.7025
39000 8615.8793
39500 8547.5362
40000 8304.8838
40500 7890.7384
41000 8528.2808
41500 8427.0638
42000 8263.1261
42500 7686.6427
43000 8323.3370
43500 6989.4731
44000 8408.5977
44500 8962.4453
45000 8638.2205
45500 9593.7310
46000 8484.6576
46500 9208.4083
47000 9362.0234
47500 8640.6234
48000 8643.3441
48500 8952.4728
49000 9551.0845
49500 9412.0458
50000 8894.7747
50500 8883.9091
51000 9187.6778
51500 9500.3079
52000 9252.4282
52500 9397.2036
53000 9440.9420
53500 8950.6523
54000 9392.2316
54500 8605.2200
55000 8882.5587
55500 10034.0821
56000 9026.3989
56500 9696.0992
57000 9454.9289
57500 9574.4509
58000 9892.3647
58500 9152.2910
59000 10102.4251
59500 9553.1419
60000 9312.5812
60500 10210.7695
61000 9662.7359
61500 10203.1212
62000 9933.5676
62500 9812.0591
63000 10610.7813
63500 11117.3498
64000 10356.1908
64500 11108.2777
65000 9681.7265
65500 10877.9324
66000 10617.0062
66500 11351.0702
67000 10957.9601
67500 10334.4189
68000 11082.4967
68500 10220.9750
69000 10563.8602
69500 10958.3997
70000 10434.3176
70500 10771.2797
71000 10182.1781
71500 10097.1425
72000 10349.2808
72500 9988.2581
73000 10971.4148
73500 11546.6743
74000 11797.4573
74500 11356.2593
75000 10480.7767
75500 10683.0238
76000 10619.7798
76500 11964.9792
77000 11484.9750
77500 11130.6113
78000 12214.0379
78500 10967.1429
79000 12133.7480
79500 10574.0976
80000 9703.4408
80500 10671.1922
81000 10618.9141
81500 10342.2306
82000 11285.6993
82500 10813.6830
83000 10067.5674
83500 10550.8818
84000 10706.9021
84500 11171.9950
85000 10442.1227
85500 11094.9614
86000 10984.7839
86500 12046.1021
87000 10462.6272
87500 11500.0533
88000 11535.2557
88500 12086.3366
89000 11781.9515
89500 10745.6925
90000 11357.9997
90500 10471.6694
91000 11300.3208
91500 11548.4332
92000 10536.9475
92500 11406.9354
93000 11816.3585
93500 10732.7093
94000 11594.3209
94500 10454.9383
95000 12338.1767
95500 12218.9387
96000 11745.6699
96500 12013.1693
97000 12061.9538
97500 11583.4472
98000 10998.4000
98500 12004.0333
99000 11415.8734
99500 11591.6477
100000 11766.7918

